SITE,TRANSECT,TRANSECT_ID,lat,lon,SIDE,SP_CODE,PERCENT_COVER,GROUP,DIVISION.FAMILY,COMMON.DIVISION.NAME,COMMON.NAME,SPECIES
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,BOHA,3.75,Algae,Rhodophyta,Erect Red Algae,hooked weed,Bonnemasonia hamifera
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,BOSC,1.25,Invertebrate,Chordates,Tunicates,golden star tunicate,Botryllus schlosseri
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,BS,5,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,BUTU,2.5,Invertebrate,Bryozoans,Bryozoans,spiral tufted bryozoan,Bugula turrita
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,C,2.5,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,CHCR,2.5,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,CLSP,3.75,Invertebrate,Proifera,Sponges,NA,Cliona 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,CO,10,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,CYPU,1.25,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,DEAC,3.75,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,DEVI,5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,EC,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,EUCR,1.25,Algae,Rhodophyta,Erect Red Algae,delicate northern sea fan,Euthora cristata
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,HIRU,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,HJ,21.25,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,LIGL,6.25,Algae,Rhodophyta,Red Algal Crusts,NA,Lithothamnion 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,MAST,10,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,POLS,7.5,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,PORS,6.25,Algae,Rhodophyta,Erect Red Algae,NA,Porphyra 
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,S,1.25,Substrate,NA,NA,NA,NA
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,SL,2.5,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,SLJ,2.5,Algae,Phaeophyta,Brown Algae,NA,Saccharina latissima
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,SPRE,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Spermothamnion repens
NE Appledore,Devil's Dance Floor,NEA_DDF,42.992185,-70.613976,O,TUV,2.5,Algae,Chlorophyta,Green Algae,Sea lettuce,Tubular Ulvoid
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,ANSP,1.25,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,ATM,2.5,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,B,18.75,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,BL,7.5,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,BM,10,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,BS,2.5,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,C,1.25,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,CF,6.25,Invertebrate,Molluscs,Gastropods,Slipper Snail,Crepidula fornicata
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,CISA,1.25,Invertebrate,Chordates,Tunicates,pacific transparent sea squirt,Ciona savingyi
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,CRSP,5,Algae,Rhodophyta,Erect Red Algae,Banded weed,Ceramium 
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,CYPU,5,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,DEAC,2.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,DEVI,12.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,DIVE,2.5,Invertebrate,Chordates,Tunicates,tunicate,Didemnum vexillum
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,EC,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,HIRU,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,HJ,46.25,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,PORS,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Porphyra 
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,SH,5,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,SL,1.25,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,SS,5,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,I,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Red Blade
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,ANSP,1.25,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,ATM,1.25,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,B,15,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,BL,6.25,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,BM,10,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,BOSC,1.25,Invertebrate,Chordates,Tunicates,golden star tunicate,Botryllus schlosseri
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,BS,5,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,CF,11.25,Invertebrate,Molluscs,Gastropods,Slipper Snail,Crepidula fornicata
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,CO,1.25,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,CRSP,12.5,Algae,Rhodophyta,Erect Red Algae,Banded weed,Ceramium 
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,CYPU,1.25,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,DEAC,2.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,DEVI,7.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,DIAT,1.25,Algae,Phaeophyta,Brown Algae,NA,Diatom Tube Mat
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,DIVE,3.75,Invertebrate,Chordates,Tunicates,tunicate,Didemnum vexillum
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,EC,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,HIRU,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,HJ,42.5,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,PAPA,1.25,Algae,Rhodophyta,Erect Red Algae,Dulse,Palmaria palmata
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,PORO,1.25,Algae,Rhodophyta,Erect Red Algae,goat tang,Polyides rotundus
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,RAT,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Red Algal Turf
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,SH,1.25,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,SLJ,1.25,Algae,Phaeophyta,Brown Algae,NA,Saccharina latissima
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,SS,11.25,Substrate,NA,NA,NA,NA
NW Appledore,Larus Ledge,NWA_LL,42.99121,-70.61816,O,TRIN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,Tricellaria inopinata
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,ANSP,3.75,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,ATM,1.25,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,B,43.75,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,BL,2.5,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,BM,1.25,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,BUTU,3.75,Invertebrate,Bryozoans,Bryozoans,spiral tufted bryozoan,Bugula turrita
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,CF,7.5,Invertebrate,Molluscs,Gastropods,Slipper Snail,Crepidula fornicata
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,CO,2.5,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,DEAC,2.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,DEVI,20,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,DIVE,1.25,Invertebrate,Chordates,Tunicates,tunicate,Didemnum vexillum
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,EC,7.5,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,HIRU,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,HJ,40,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,LIGL,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Lithothamnion 
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,MAST,2.5,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,OPAC,1.25,Invertebrate,Echinoderms,Sea Cucumbers,brittlestar,Ophiopholis aculeata
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,SH,1.25,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,SL,1.25,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,SS,1.25,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,I,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Red Blade
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,ANSP,3.75,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,ATM,2.5,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,B,45,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,BL,2.5,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,BOVI,1.25,Invertebrate,Chordates,Tunicates,orange sheath tunicate,Botrylloides violaceus
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,BS,1.25,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,BUTU,2.5,Invertebrate,Bryozoans,Bryozoans,spiral tufted bryozoan,Bugula turrita
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,CF,6.25,Invertebrate,Molluscs,Gastropods,Slipper Snail,Crepidula fornicata
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,CO,2.5,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,DEAC,2.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,DEVI,15,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,DIAT,1.25,Algae,Phaeophyta,Brown Algae,NA,Diatom Tube Mat
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,DIVE,2.5,Invertebrate,Chordates,Tunicates,tunicate,Didemnum vexillum
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,EC,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,HIRU,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,HJ,38.75,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,LIGL,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Lithothamnion 
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,LIVE,1.25,Invertebrate,Bryozoans,Bryozoans,NA,Lichenopora verrucaria
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,MAST,6.25,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,PHRU,2.5,Algae,Rhodophyta,Erect Red Algae,sea oak,Phycodrys rubens
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,SL,2.5,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,SLJ,1.25,Algae,Phaeophyta,Brown Algae,NA,Saccharina latissima
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,SS,1.25,Substrate,NA,NA,NA,NA
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,TRIN,1.25,Invertebrate,Bryozoans,Bryozoans,NA,Tricellaria inopinata
NW Appledore,Sandpiper,NWA_SP,42.99021,-70.61878,O,UFR,2.5,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Filamentous Red
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,ANSP,2.5,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,ATM,2.5,Invertebrate,Arthropods,Crustaceans,NA,Amphipod tube mat
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,B,12.5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,BL,11.25,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,BM,2.5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,BOHA,1.25,Algae,Rhodophyta,Erect Red Algae,hooked weed,Bonnemasonia hamifera
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,BS,5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,C,2.5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,CF,3.75,Invertebrate,Molluscs,Gastropods,Slipper Snail,Crepidula fornicata
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,CO,1.25,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,CYPU,2.5,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,DEAC,11.25,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,DEVI,2.5,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,EC,5,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,HIRU,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,HJ,41.25,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,ISRU,1.25,Invertebrate,Molluscs,Gastropods,Red Chition ,Ischnochiton ruber
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,LIGL,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Lithothamnion 
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,P,1.25,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,PHRU,1.25,Algae,Rhodophyta,Erect Red Algae,sea oak,Phycodrys rubens
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,POLS,1.25,Algae,Rhodophyta,Erect Red Algae,lobster horns,Polysiphonia 
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,S,2.5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,SH,3.75,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,SL,15,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,SLJ,1.25,Algae,Phaeophyta,Brown Algae,NA,Saccharina latissima
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,SS,8.75,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,I,URB,1.25,Algae,Rhodophyta,Erect Red Algae,NA,Unidentified Red Blade
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,ANSP,1.25,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,B,12.5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,BL,6.25,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,BM,5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,BS,5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,BUTU,1.25,Invertebrate,Bryozoans,Bryozoans,spiral tufted bryozoan,Bugula turrita
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,C,2.5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,CF,3.75,Invertebrate,Molluscs,Gastropods,Slipper Snail,Crepidula fornicata
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,CO,2.5,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,CYPU,2.5,Algae,Rhodophyta,Erect Red Algae,Purple claw weed,Cystoclonium purpureum
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,DEAC,8.75,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,DEVI,1.25,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,DIVE,2.5,Invertebrate,Chordates,Tunicates,tunicate,Didemnum vexillum
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,EC,5,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,HIRU,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,HJ,47.5,Algae,Rhodophyta,Erect Red Algae,japan red algae,Heterosiphonia japonica
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,LIGL,1.25,Algae,Rhodophyta,Red Algal Crusts,NA,Lithothamnion 
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,MAST,1.25,Algae,Rhodophyta,Erect Red Algae,false irish moss,Mastocarpus stellatus
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,P,7.5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,S,3.75,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,SH,2.5,Substrate,NA,NA,NA,NA
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,SL,11.25,Algae,Phaeophyta,Brown Algae,Sugar Kelp,Saccharina latissima
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,SLJ,5,Algae,Phaeophyta,Brown Algae,NA,Saccharina latissima
NW Appledore,Magic 8 Ball,NWA_M8B,42.99109,-70.61819,O,SS,5,Substrate,NA,NA,NA,NA
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,AGCL,3.75,Algae,Phaeophyta,Brown Algae,Shotgun Kelp,Agarum clathratum
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,ANSP,1.25,Invertebrate,Molluscs,Bivalves,jingle shell,Anomia 
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,B,38.75,Substrate,NA,NA,NA,NA
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,BL,7.5,Substrate,NA,NA,NA,NA
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,BOHA,5,Algae,Rhodophyta,Erect Red Algae,hooked weed,Bonnemasonia hamifera
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,BS,1.25,Substrate,NA,NA,NA,NA
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,CHCR,1.25,Algae,Rhodophyta,Erect Red Algae,Irish moss,Chondrus crispus
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,CLSP,1.25,Invertebrate,Proifera,Sponges,NA,Cliona 
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,CO,8.75,Algae,Rhodophyta,Erect Red Algae,coral weed,Corralina officinalis
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,DEAC,1.25,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia aculeata
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,DEVI,6.25,Algae,Phaeophyta,Brown Algae,Sour or Stink Weed,Desmerestia viridis
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,EC,2.5,Algae,Rhodophyta,Red Algal Crusts,NA,Encrusting coralline
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,EUCR,7.5,Algae,Rhodophyta,Erect Red Algae,delicate northern sea fan,Euthora cristata
NW Appledore,North Head,NWA_NH,42.9931,-70.61526,I,HIRU,3.75,Algae,Rhodophyta,Red Algal Crusts,NA,Hildenbrandia rubra
